wordCutOff = 0
featCutOff = 0
charCutOff = 0
initRange = 0.01
maxIter = 1000
batchSize = 1
adaEps = 1e-06
adaAlpha = 0.01
regParameter = 1e-08
dropProb = 0
linearHiddenSize = 30
hiddenSize = 200
rnnHiddenSize = 300
wordEmbSize = 50
wordcontext = 2
wordEmbFineTune = 1
charEmbSize = 50
charcontext = 2
charEmbFineTune = 1
charhiddenSize = 50
verboseIter = 100
saveItermediate = 1
train = 0
maxInstance = -1
outBest = 
relu = 0
seg = 0
atomLayers = 1
rnnLayers = 1

instance num: 16091

instance num: 803
Creating Alphabet...
100 200 300 400 500 600 700 800 900 1000 1100 1200 1300 1400 1500 1600 1700 1800 1900 2000 2100 2200 2300 2400 2500 2600 2700 2800 2900 3000 3100 3200 3300 3400 3500 3600 3700 3800 3900 4000 
4100 4200 4300 4400 4500 4600 4700 4800 4900 5000 5100 5200 5300 5400 5500 5600 5700 5800 5900 6000 6100 6200 6300 6400 6500 6600 6700 6800 6900 7000 7100 7200 7300 7400 7500 7600 7700 7800 7900 8000 
8100 8200 8300 8400 8500 8600 8700 8800 8900 9000 9100 9200 9300 9400 9500 9600 9700 9800 9900 10000 10100 10200 10300 10400 10500 10600 10700 10800 10900 11000 11100 11200 11300 11400 11500 11600 11700 11800 11900 12000 
12100 12200 12300 12400 12500 12600 12700 12800 12900 13000 13100 13200 13300 13400 13500 13600 13700 13800 13900 14000 14100 14200 14300 14400 14500 14600 14700 14800 14900 15000 15100 15200 15300 15400 15500 15600 15700 15800 15900 16000 
16091 
Label num: 32
Total word num: 34336
Total char num: 4085
Total feature num: 905734
Remain feature num: 905734
Remain words num: 34338
Remain char num: 4087
100 200 300 400 500 600 700 800 900 1000 1100 1200 1300 1400 1500 1600 1700 1800 1900 2000 2100 2200 2300 2400 2500 2600 2700 2800 2900 3000 3100 3200 3300 3400 3500 3600 3700 3800 3900 4000 
4100 4200 4300 4400 4500 4600 4700 4800 4900 5000 5100 5200 5300 5400 5500 5600 5700 5800 5900 6000 6100 6200 6300 6400 6500 6600 6700 6800 6900 7000 7100 7200 7300 7400 7500 7600 7700 7800 7900 8000 
8100 8200 8300 8400 8500 8600 8700 8800 8900 9000 9100 9200 9300 9400 9500 9600 9700 9800 9900 10000 10100 10200 10300 10400 10500 10600 10700 10800 10900 11000 11100 11200 11300 11400 11500 11600 11700 11800 11900 12000 
12100 12200 12300 12400 12500 12600 12700 12800 12900 13000 13100 13200 13300 13400 13500 13600 13700 13800 13900 14000 14100 14200 14300 14400 14500 14600 14700 14800 14900 15000 15100 15200 15300 15400 15500 15600 15700 15800 15900 16000 
16091 
100 200 300 400 500 600 700 800 803 
0 
##### Iteration 0
current: 100, total block: 16091
Cost = 0, Tag Correct(%) = 0.935269
current: 1736, total block: 16091
Cost = 2, Tag Correct(%) = 0.934969
current: 1836, total block: 16091
Cost = 0, Tag Correct(%) = 0.935536
current: 1936, total block: 16091
Cost = 0, Tag Correct(%) = 0.935364
current: 2036, total block: 16091
Cost = 0, Tag Correct(%) = 0.935259
current: 2136, total block: 16091
Cost = 0, Tag Correct(%) = 0.935693
current: 2236, total block: 16091
Cost = 9, Tag Correct(%) = 0.936098
current: 2336, total block: 16091
Cost = 0, Tag Correct(%) = 0.936094
current: 2436, total block: 16091
Cost = 1, Tag Correct(%) = 0.935831
current: 2536, total block: 16091
Cost = 5, Tag Correct(%) = 0.935696
current: 2636, total block: 16091
Cost = 4, Tag Correct(%) = 0.936097
current: 2736, total block: 16091
Cost = 2, Tag Correct(%) = 0.936191
current: 2836, total block: 16091
Cost = 1, Tag Correct(%) = 0.936154
current: 2936, total block: 16091
Cost = 3, Tag Correct(%) = 0.935723
current: 3036, total block: 16091
Cost = 5, Tag Correct(%) = 0.935613
current: 3136, total block: 16091
Cost = 0, Tag Correct(%) = 0.935552
current: 3236, total block: 16091
Cost = 1, Tag Correct(%) = 0.935229
current: 3336, total block: 16091
Cost = 3, Tag Correct(%) = 0.935312
current: 3436, total block: 16091
Cost = 4, Tag Correct(%) = 0.935572
current: 3536, total block: 16091
Cost = 0, Tag Correct(%) = 0.935781
current: 3636, total block: 16091
Cost = 1, Tag Correct(%) = 0.935781
current: 3736, total block: 16091
Cost = 1, Tag Correct(%) = 0.935679
current: 3836, total block: 16091
Cost = 1, Tag Correct(%) = 0.935758
current: 3936, total block: 16091
Cost = 4, Tag Correct(%) = 0.935605
current: 4036, total block: 16091
Cost = 0, Tag Correct(%) = 0.935613
current: 4136, total block: 16091
Cost = 0, Tag Correct(%) = 0.935598
current: 4236, total block: 16091
Cost = 2, Tag Correct(%) = 0.935735
current: 4336, total block: 16091
Cost = 0, Tag Correct(%) = 0.935928
current: 4436, total block: 16091
Cost = 0, Tag Correct(%) = 0.935576
current: 4536, total block: 16091
Cost = 1, Tag Correct(%) = 0.935358
current: 4636, total block: 16091
Cost = 0, Tag Correct(%) = 0.935384
current: 4736, total block: 16091
Cost = 0, Tag Correct(%) = 0.935562
current: 4836, total block: 16091
Cost = 1, Tag Correct(%) = 0.93536
current: 4936, total block: 16091
Cost = 1, Tag Correct(%) = 0.935213
current: 5036, total block: 16091
Cost = 2, Tag Correct(%) = 0.935329
current: 5136, total block: 16091
Cost = 2, Tag Correct(%) = 0.935452
current: 5236, total block: 16091
Cost = 1, Tag Correct(%) = 0.935464
current: 5336, total block: 16091
Cost = 0, Tag Correct(%) = 0.935471
current: 5436, total block: 16091
Cost = 3, Tag Correct(%) = 0.935417
current: 5536, total block: 16091
Cost = 5, Tag Correct(%) = 0.935372
current: 5636, total block: 16091
Cost = 4, Tag Correct(%) = 0.935233
current: 5736, total block: 16091
Cost = 0, Tag Correct(%) = 0.935293
current: 5836, total block: 16091
Cost = 1, Tag Correct(%) = 0.935331
current: 5936, total block: 16091
Cost = 3, Tag Correct(%) = 0.93523
current: 6036, total block: 16091
Cost = 2, Tag Correct(%) = 0.935265
current: 6136, total block: 16091
Cost = 0, Tag Correct(%) = 0.935155
current: 6236, total block: 16091
Cost = 0, Tag Correct(%) = 0.935159
current: 6336, total block: 16091
Cost = 2, Tag Correct(%) = 0.935216
current: 6436, total block: 16091
Cost = 1, Tag Correct(%) = 0.935153
current: 6536, total block: 16091
Cost = 1, Tag Correct(%) = 0.935171
current: 6636, total block: 16091
Cost = 1, Tag Correct(%) = 0.935222
current: 6736, total block: 16091
Cost = 4, Tag Correct(%) = 0.935216
current: 6836, total block: 16091
Cost = 0, Tag Correct(%) = 0.935271
current: 6936, total block: 16091
Cost = 0, Tag Correct(%) = 0.935122
current: 7036, total block: 16091
Cost = 1, Tag Correct(%) = 0.934988
current: 7136, total block: 16091
Cost = 5, Tag Correct(%) = 0.934975
current: 7236, total block: 16091
Cost = 1, Tag Correct(%) = 0.93505
current: 7336, total block: 16091
Cost = 5, Tag Correct(%) = 0.935132
current: 7436, total block: 16091
Cost = 0, Tag Correct(%) = 0.935226
current: 7536, total block: 16091
Cost = 0, Tag Correct(%) = 0.935194
current: 7636, total block: 16091
Cost = 0, Tag Correct(%) = 0.935201
current: 7736, total block: 16091
Cost = 2, Tag Correct(%) = 0.935272
current: 7836, total block: 16091
Cost = 1, Tag Correct(%) = 0.935249
current: 7936, total block: 16091
Cost = 1, Tag Correct(%) = 0.93532
current: 8036, total block: 16091
Cost = 3, Tag Correct(%) = 0.935368
current: 8136, total block: 16091
Cost = 2, Tag Correct(%) = 0.935476
current: 8236, total block: 16091
Cost = 11, Tag Correct(%) = 0.935365
current: 8336, total block: 16091
Cost = 0, Tag Correct(%) = 0.935308
current: 8436, total block: 16091
Cost = 0, Tag Correct(%) = 0.935235
current: 8536, total block: 16091
Cost = 3, Tag Correct(%) = 0.935157
current: 8636, total block: 16091
Cost = 2, Tag Correct(%) = 0.935188
current: 8736, total block: 16091
Cost = 4, Tag Correct(%) = 0.93515
current: 8836, total block: 16091
Cost = 1, Tag Correct(%) = 0.935188
current: 8936, total block: 16091
Cost = 4, Tag Correct(%) = 0.935272
current: 9036, total block: 16091
Cost = 1, Tag Correct(%) = 0.935344
current: 9136, total block: 16091
Cost = 0, Tag Correct(%) = 0.935393
current: 9236, total block: 16091
Cost = 2, Tag Correct(%) = 0.935381
current: 9336, total block: 16091
Cost = 5, Tag Correct(%) = 0.935417
current: 9436, total block: 16091
Cost = 0, Tag Correct(%) = 0.935437
current: 9536, total block: 16091
Cost = 7, Tag Correct(%) = 0.935257
current: 9636, total block: 16091
Cost = 1, Tag Correct(%) = 0.935352
current: 9736, total block: 16091
Cost = 0, Tag Correct(%) = 0.935399
current: 9836, total block: 16091
Cost = 2, Tag Correct(%) = 0.935248
current: 9936, total block: 16091
Cost = 1, Tag Correct(%) = 0.935178
current: 10036, total block: 16091
Cost = 1, Tag Correct(%) = 0.935099
current: 10136, total block: 16091
Cost = 0, Tag Correct(%) = 0.935057
current: 10236, total block: 16091
Cost = 4, Tag Correct(%) = 0.935016
current: 10336, total block: 16091
Cost = 0, Tag Correct(%) = 0.935033
current: 10436, total block: 16091
Cost = 2, Tag Correct(%) = 0.935116
current: 10536, total block: 16091
Cost = 2, Tag Correct(%) = 0.935098
current: 10636, total block: 16091
Cost = 2, Tag Correct(%) = 0.935065
current: 10736, total block: 16091
Cost = 3, Tag Correct(%) = 0.935067
current: 10836, total block: 16091
Cost = 9, Tag Correct(%) = 0.935061
current: 10936, total block: 16091
Cost = 4, Tag Correct(%) = 0.934966
current: 11036, total block: 16091
Cost = 4, Tag Correct(%) = 0.934922
current: 11136, total block: 16091
Cost = 1, Tag Correct(%) = 0.934881
current: 11236, total block: 16091
Cost = 1, Tag Correct(%) = 0.934877
current: 11336, total block: 16091
Cost = 3, Tag Correct(%) = 0.934881
current: 11436, total block: 16091
Cost = 5, Tag Correct(%) = 0.934843
current: 11536, total block: 16091
Cost = 1, Tag Correct(%) = 0.934842
current: 11636, total block: 16091
Cost = 0, Tag Correct(%) = 0.934834
current: 11736, total block: 16091
Cost = 1, Tag Correct(%) = 0.93487
current: 11836, total block: 16091
Cost = 3, Tag Correct(%) = 0.934847
current: 11936, total block: 16091
Cost = 0, Tag Correct(%) = 0.934799
current: 12036, total block: 16091
Cost = 9, Tag Correct(%) = 0.934666
current: 12136, total block: 16091
Cost = 0, Tag Correct(%) = 0.934587
current: 12236, total block: 16091
Cost = 0, Tag Correct(%) = 0.934644
current: 12336, total block: 16091
Cost = 3, Tag Correct(%) = 0.934677
current: 12436, total block: 16091
Cost = 3, Tag Correct(%) = 0.934694
current: 12536, total block: 16091
Cost = 4, Tag Correct(%) = 0.934706
current: 12636, total block: 16091
Cost = 0, Tag Correct(%) = 0.934745
current: 12736, total block: 16091
Cost = 5, Tag Correct(%) = 0.934817
current: 12836, total block: 16091
Cost = 4, Tag Correct(%) = 0.934815
current: 12936, total block: 16091
Cost = 1, Tag Correct(%) = 0.934735
current: 13036, total block: 16091
Cost = 0, Tag Correct(%) = 0.934695
current: 13136, total block: 16091
Cost = 2, Tag Correct(%) = 0.93469
current: 13236, total block: 16091
Cost = 0, Tag Correct(%) = 0.934734
current: 13336, total block: 16091
Cost = 3, Tag Correct(%) = 0.934716
current: 13436, total block: 16091
Cost = 1, Tag Correct(%) = 0.934696
current: 13536, total block: 16091
Cost = 1, Tag Correct(%) = 0.934589
current: 13636, total block: 16091
Cost = 2, Tag Correct(%) = 0.934633
current: 13736, total block: 16091
Cost = 0, Tag Correct(%) = 0.934675
current: 13836, total block: 16091
Cost = 2, Tag Correct(%) = 0.934652
current: 13936, total block: 16091
Cost = 1, Tag Correct(%) = 0.934633
current: 14036, total block: 16091
Cost = 0, Tag Correct(%) = 0.93467
current: 14136, total block: 16091
Cost = 0, Tag Correct(%) = 0.934687
current: 14236, total block: 16091
Cost = 1, Tag Correct(%) = 0.934674
current: 14336, total block: 16091
Cost = 0, Tag Correct(%) = 0.934651
current: 14436, total block: 16091
Cost = 1, Tag Correct(%) = 0.934591
current: 14536, total block: 16091
Cost = 2, Tag Correct(%) = 0.934561
current: 14636, total block: 16091
Cost = 0, Tag Correct(%) = 0.934492
current: 14736, total block: 16091
Cost = 1, Tag Correct(%) = 0.934513
current: 14836, total block: 16091
Cost = 0, Tag Correct(%) = 0.934472
current: 14936, total block: 16091
Cost = 0, Tag Correct(%) = 0.934442
current: 15036, total block: 16091
Cost = 7, Tag Correct(%) = 0.934484
current: 15136, total block: 16091
Cost = 0, Tag Correct(%) = 0.934493
current: 15236, total block: 16091
Cost = 3, Tag Correct(%) = 0.934516
current: 15336, total block: 16091
Cost = 6, Tag Correct(%) = 0.93454
current: 15436, total block: 16091
Cost = 2, Tag Correct(%) = 0.934601
current: 15536, total block: 16091
Cost = 1, Tag Correct(%) = 0.934617
current: 15636, total block: 16091
Cost = 0, Tag Correct(%) = 0.934584
current: 15736, total block: 16091
Cost = 0, Tag Correct(%) = 0.934588
current: 15836, total block: 16091
Cost = 3, Tag Correct(%) = 0.934601
current: 15936, total block: 16091
Cost = 4, Tag Correct(%) = 0.934655
current: 16036, total block: 16091
Cost = 1, Tag Correct(%) = 0.93463
Accuracy:	P=19223/20454=0.939816
##### Iteration 5
current: 45, total block: 16091
Cost = 0, Tag Correct(%) = 0.939759
current: 145, total block: 16091
Cost = 2, Tag Correct(%) = 0.948318
current: 245, total block: 16091
Cost = 3, Tag Correct(%) = 0.947755
current: 345, total block: 16091
Cost = 1, Tag Correct(%) = 0.945282
current: 445, total block: 16091
Cost = 0, Tag Correct(%) = 0.944852
current: 545, total block: 16091
Cost = 0, Tag Correct(%) = 0.94483
current: 645, total block: 16091
Cost = 1, Tag Correct(%) = 0.945121
current: 745, total block: 16091
Cost = 1, Tag Correct(%) = 0.944531
current: 845, total block: 16091
Cost = 0, Tag Correct(%) = 0.944561
current: 945, total block: 16091
Cost = 0, Tag Correct(%) = 0.945688
current: 1045, total block: 16091
Cost = 4, Tag Correct(%) = 0.944648
current: 1145, total block: 16091
Cost = 1, Tag Correct(%) = 0.943639
current: 1245, total block: 16091
Cost = 0, Tag Correct(%) = 0.943936
current: 1345, total block: 16091
Cost = 2, Tag Correct(%) = 0.94358
current: 1445, total block: 16091
Cost = 1, Tag Correct(%) = 0.943707
current: 1545, total block: 16091
Cost = 1, Tag Correct(%) = 0.943105
current: 1645, total block: 16091
Cost = 3, Tag Correct(%) = 0.942978
current: 1745, total block: 16091
Cost = 7, Tag Correct(%) = 0.94316
current: 1845, total block: 16091
Cost = 5, Tag Correct(%) = 0.943027
current: 1945, total block: 16091
Cost = 7, Tag Correct(%) = 0.943124
current: 2045, total block: 16091
Cost = 0, Tag Correct(%) = 0.943131
current: 2145, total block: 16091
Cost = 5, Tag Correct(%) = 0.943071
current: 2245, total block: 16091
Cost = 3, Tag Correct(%) = 0.943118
current: 2345, total block: 16091
Cost = 0, Tag Correct(%) = 0.94331
current: 2445, total block: 16091
Cost = 6, Tag Correct(%) = 0.943574
current: 2545, total block: 16091
Cost = 0, Tag Correct(%) = 0.943549
current: 2645, total block: 16091
Cost = 3, Tag Correct(%) = 0.943654
current: 2745, total block: 16091
Cost = 3, Tag Correct(%) = 0.94364
current: 2845, total block: 16091
Cost = 0, Tag Correct(%) = 0.943912
current: 2945, total block: 16091
Cost = 0, Tag Correct(%) = 0.944141
current: 3045, total block: 16091
Cost = 0, Tag Correct(%) = 0.944054
current: 3145, total block: 16091
Cost = 2, Tag Correct(%) = 0.94413
current: 3245, total block: 16091
Cost = 3, Tag Correct(%) = 0.943954
current: 3345, total block: 16091
Cost = 2, Tag Correct(%) = 0.943944
current: 3445, total block: 16091
Cost = 0, Tag Correct(%) = 0.943867
current: 3545, total block: 16091
Cost = 0, Tag Correct(%) = 0.943684
current: 3645, total block: 16091
Cost = 0, Tag Correct(%) = 0.943524
current: 3745, total block: 16091
Cost = 0, Tag Correct(%) = 0.943495
current: 3845, total block: 16091
Cost = 3, Tag Correct(%) = 0.943647
current: 3945, total block: 16091
Cost = 5, Tag Correct(%) = 0.943665
current: 4045, total block: 16091
Cost = 0, Tag Correct(%) = 0.943677
current: 4145, total block: 16091
Cost = 1, Tag Correct(%) = 0.943588
current: 4245, total block: 16091
Cost = 0, Tag Correct(%) = 0.943622
current: 4345, total block: 16091
Cost = 2, Tag Correct(%) = 0.943473
current: 4445, total block: 16091
Cost = 0, Tag Correct(%) = 0.943507
current: 4545, total block: 16091
Cost = 3, Tag Correct(%) = 0.943403
current: 4645, total block: 16091
Cost = 0, Tag Correct(%) = 0.943513
current: 4745, total block: 16091
Cost = 2, Tag Correct(%) = 0.943494
current: 4845, total block: 16091
Cost = 0, Tag Correct(%) = 0.943562
current: 4945, total block: 16091
Cost = 5, Tag Correct(%) = 0.943804
current: 5045, total block: 16091
Cost = 4, Tag Correct(%) = 0.943552
current: 5145, total block: 16091
Cost = 2, Tag Correct(%) = 0.943641
current: 5245, total block: 16091
Cost = 1, Tag Correct(%) = 0.943626
current: 5345, total block: 16091
Cost = 2, Tag Correct(%) = 0.943629
current: 5445, total block: 16091
Cost = 1, Tag Correct(%) = 0.943547
current: 5545, total block: 16091
Cost = 2, Tag Correct(%) = 0.943588
current: 5645, total block: 16091
Cost = 0, Tag Correct(%) = 0.94366
current: 5745, total block: 16091
Cost = 4, Tag Correct(%) = 0.943707
current: 5845, total block: 16091
Cost = 1, Tag Correct(%) = 0.943768
current: 5945, total block: 16091
Cost = 1, Tag Correct(%) = 0.943855
current: 6045, total block: 16091
Cost = 0, Tag Correct(%) = 0.943845
current: 6145, total block: 16091
Cost = 3, Tag Correct(%) = 0.943738
current: 6245, total block: 16091
Cost = 1, Tag Correct(%) = 0.943789
current: 6345, total block: 16091
Cost = 2, Tag Correct(%) = 0.94377
current: 6445, total block: 16091
Cost = 2, Tag Correct(%) = 0.943706
current: 6545, total block: 16091
Cost = 0, Tag Correct(%) = 0.943795
current: 6645, total block: 16091
Cost = 2, Tag Correct(%) = 0.9439
current: 6745, total block: 16091
Cost = 2, Tag Correct(%) = 0.943812
current: 6845, total block: 16091
Cost = 1, Tag Correct(%) = 0.943819
current: 6945, total block: 16091
Cost = 1, Tag Correct(%) = 0.94361
current: 7045, total block: 16091
Cost = 3, Tag Correct(%) = 0.943455
current: 7145, total block: 16091
Cost = 4, Tag Correct(%) = 0.943465
current: 7245, total block: 16091
Cost = 3, Tag Correct(%) = 0.943586
current: 7345, total block: 16091
Cost = 0, Tag Correct(%) = 0.943704
current: 7445, total block: 16091
Cost = 0, Tag Correct(%) = 0.943713
current: 7545, total block: 16091
Cost = 0, Tag Correct(%) = 0.943748
current: 7645, total block: 16091
Cost = 4, Tag Correct(%) = 0.943732
current: 7745, total block: 16091
Cost = 2, Tag Correct(%) = 0.943674
current: 7845, total block: 16091
Cost = 3, Tag Correct(%) = 0.943575
current: 7945, total block: 16091
Cost = 1, Tag Correct(%) = 0.943567
current: 8045, total block: 16091
Cost = 5, Tag Correct(%) = 0.943579
current: 8145, total block: 16091
Cost = 1, Tag Correct(%) = 0.943642
current: 8245, total block: 16091
Cost = 2, Tag Correct(%) = 0.943659
current: 8345, total block: 16091
Cost = 1, Tag Correct(%) = 0.94371
current: 8445, total block: 16091
Cost = 3, Tag Correct(%) = 0.943688
current: 8545, total block: 16091
Cost = 0, Tag Correct(%) = 0.943573
current: 8645, total block: 16091
Cost = 3, Tag Correct(%) = 0.94364
current: 8745, total block: 16091
Cost = 2, Tag Correct(%) = 0.943626
current: 8845, total block: 16091
Cost = 1, Tag Correct(%) = 0.943624
current: 8945, total block: 16091
Cost = 1, Tag Correct(%) = 0.943469
current: 9045, total block: 16091
Cost = 0, Tag Correct(%) = 0.943404
current: 9145, total block: 16091
Cost = 2, Tag Correct(%) = 0.943257
current: 9245, total block: 16091
Cost = 1, Tag Correct(%) = 0.943228
current: 9345, total block: 16091
Cost = 6, Tag Correct(%) = 0.943181
current: 9445, total block: 16091
Cost = 3, Tag Correct(%) = 0.943288
current: 9545, total block: 16091
Cost = 4, Tag Correct(%) = 0.94326
current: 9645, total block: 16091
Cost = 0, Tag Correct(%) = 0.943241
current: 9745, total block: 16091
Cost = 2, Tag Correct(%) = 0.943255
current: 9845, total block: 16091
Cost = 0, Tag Correct(%) = 0.943285
current: 9945, total block: 16091
Cost = 4, Tag Correct(%) = 0.943314
current: 10045, total block: 16091
Cost = 1, Tag Correct(%) = 0.943285
current: 10145, total block: 16091
Cost = 0, Tag Correct(%) = 0.943264
current: 10245, total block: 16091
Cost = 0, Tag Correct(%) = 0.943259
current: 10345, total block: 16091
Cost = 2, Tag Correct(%) = 0.943247
current: 10445, total block: 16091
Cost = 3, Tag Correct(%) = 0.943365
current: 10545, total block: 16091
Cost = 0, Tag Correct(%) = 0.943397
current: 10645, total block: 16091
Cost = 0, Tag Correct(%) = 0.943349
current: 10745, total block: 16091
Cost = 0, Tag Correct(%) = 0.943392
current: 10845, total block: 16091
Cost = 2, Tag Correct(%) = 0.943422
current: 10945, total block: 16091
Cost = 4, Tag Correct(%) = 0.943311
current: 11045, total block: 16091
Cost = 1, Tag Correct(%) = 0.943275
current: 11145, total block: 16091
Cost = 0, Tag Correct(%) = 0.943271
current: 11245, total block: 16091
Cost = 4, Tag Correct(%) = 0.943257
current: 11345, total block: 16091
Cost = 3, Tag Correct(%) = 0.943176
current: 11445, total block: 16091
Cost = 0, Tag Correct(%) = 0.943226
current: 11545, total block: 16091
Cost = 0, Tag Correct(%) = 0.943244
current: 11645, total block: 16091
Cost = 3, Tag Correct(%) = 0.943276
current: 11745, total block: 16091
Cost = 1, Tag Correct(%) = 0.943332
current: 11845, total block: 16091
Cost = 6, Tag Correct(%) = 0.943333
current: 11945, total block: 16091
Cost = 0, Tag Correct(%) = 0.943373
current: 12045, total block: 16091
Cost = 1, Tag Correct(%) = 0.943461
current: 12145, total block: 16091
Cost = 3, Tag Correct(%) = 0.94346
current: 12245, total block: 16091
Cost = 0, Tag Correct(%) = 0.943436
current: 12345, total block: 16091
Cost = 4, Tag Correct(%) = 0.943497
current: 12445, total block: 16091
Cost = 1, Tag Correct(%) = 0.943522
current: 12545, total block: 16091
Cost = 2, Tag Correct(%) = 0.943523
current: 12645, total block: 16091
Cost = 3, Tag Correct(%) = 0.943482
current: 12745, total block: 16091
Cost = 0, Tag Correct(%) = 0.943418
current: 12845, total block: 16091
Cost = 2, Tag Correct(%) = 0.943386
current: 12945, total block: 16091
Cost = 0, Tag Correct(%) = 0.943332
current: 13045, total block: 16091
Cost = 0, Tag Correct(%) = 0.943421
current: 13145, total block: 16091
Cost = 0, Tag Correct(%) = 0.943429
current: 13245, total block: 16091
Cost = 1, Tag Correct(%) = 0.943408
current: 13345, total block: 16091
Cost = 3, Tag Correct(%) = 0.943423
current: 13445, total block: 16091
Cost = 0, Tag Correct(%) = 0.943433
current: 13545, total block: 16091
Cost = 0, Tag Correct(%) = 0.943445
current: 13645, total block: 16091
Cost = 6, Tag Correct(%) = 0.943432
current: 13745, total block: 16091
Cost = 1, Tag Correct(%) = 0.943455
current: 13845, total block: 16091
Cost = 11, Tag Correct(%) = 0.943467
current: 13945, total block: 16091
Cost = 2, Tag Correct(%) = 0.943476
current: 14045, total block: 16091
Cost = 2, Tag Correct(%) = 0.943465
current: 14145, total block: 16091
Cost = 0, Tag Correct(%) = 0.943459
current: 14245, total block: 16091
Cost = 2, Tag Correct(%) = 0.943499
current: 14345, total block: 16091
Cost = 0, Tag Correct(%) = 0.943524
current: 14445, total block: 16091
Cost = 2, Tag Correct(%) = 0.943589
current: 14545, total block: 16091
Cost = 0, Tag Correct(%) = 0.943588
current: 14645, total block: 16091
Cost = 0, Tag Correct(%) = 0.943624
current: 14745, total block: 16091
Cost = 0, Tag Correct(%) = 0.943602
current: 14845, total block: 16091
Cost = 0, Tag Correct(%) = 0.943602
current: 14945, total block: 16091
Cost = 0, Tag Correct(%) = 0.943643
current: 15045, total block: 16091
Cost = 3, Tag Correct(%) = 0.943647
current: 15145, total block: 16091
Cost = 5, Tag Correct(%) = 0.943659
current: 15245, total block: 16091
Cost = 4, Tag Correct(%) = 0.943636
current: 15345, total block: 16091
Cost = 0, Tag Correct(%) = 0.943636
current: 15445, total block: 16091
Cost = 0, Tag Correct(%) = 0.943586
current: 15545, total block: 16091
Cost = 2, Tag Correct(%) = 0.943607
current: 15645, total block: 16091
Cost = 2, Tag Correct(%) = 0.943638
current: 15745, total block: 16091
Cost = 2, Tag Correct(%) = 0.943659
current: 15845, total block: 16091
Cost = 5, Tag Correct(%) = 0.943629
current: 15945, total block: 16091
Cost = 1, Tag Correct(%) = 0.943653
current: 16045, total block: 16091
Cost = 0, Tag Correct(%) = 0.943661
Accuracy:	P=19242/20454=0.940745
##### Iteration 6
current: 54, total block: 16091
Cost = 0, Tag Correct(%) = 0.956734
current: 154, total block: 16091
Cost = 0, Tag Correct(%) = 0.954253
current: 254, total block: 16091
Cost = 6, Tag Correct(%) = 0.95206
current: 354, total block: 16091
Cost = 0, Tag Correct(%) = 0.95135
current: 454, total block: 16091
Cost = 2, Tag Correct(%) = 0.94998
current: 554, total block: 16091
Cost = 1, Tag Correct(%) = 0.949352
current: 654, total block: 16091
Cost = 2, Tag Correct(%) = 0.949843
current: 754, total block: 16091
Cost = 6, Tag Correct(%) = 0.949457
current: 854, total block: 16091
Cost = 2, Tag Correct(%) = 0.950496
current: 954, total block: 16091
Cost = 3, Tag Correct(%) = 0.95085
current: 1054, total block: 16091
Cost = 2, Tag Correct(%) = 0.951553
current: 1154, total block: 16091
Cost = 4, Tag Correct(%) = 0.951447
current: 1254, total block: 16091
Cost = 0, Tag Correct(%) = 0.95199
current: 1354, total block: 16091
Cost = 0, Tag Correct(%) = 0.952039
current: 1454, total block: 16091
Cost = 2, Tag Correct(%) = 0.9521
current: 1554, total block: 16091
Cost = 1, Tag Correct(%) = 0.951944
current: 1654, total block: 16091
Cost = 2, Tag Correct(%) = 0.951725
current: 1754, total block: 16091
Cost = 1, Tag Correct(%) = 0.952176
current: 1854, total block: 16091
Cost = 0, Tag Correct(%) = 0.952133
current: 1954, total block: 16091
Cost = 0, Tag Correct(%) = 0.952159
current: 2054, total block: 16091
Cost = 1, Tag Correct(%) = 0.952518
current: 2154, total block: 16091
Cost = 1, Tag Correct(%) = 0.952572
current: 2254, total block: 16091
Cost = 0, Tag Correct(%) = 0.952696
current: 2354, total block: 16091
Cost = 0, Tag Correct(%) = 0.9529
current: 2454, total block: 16091
Cost = 1, Tag Correct(%) = 0.95282
current: 2554, total block: 16091
Cost = 5, Tag Correct(%) = 0.952479
current: 2654, total block: 16091
Cost = 2, Tag Correct(%) = 0.95236
current: 2754, total block: 16091
Cost = 1, Tag Correct(%) = 0.952237
current: 2854, total block: 16091
Cost = 1, Tag Correct(%) = 0.952443
current: 2954, total block: 16091
Cost = 0, Tag Correct(%) = 0.952375
current: 3054, total block: 16091
Cost = 1, Tag Correct(%) = 0.952606
current: 3154, total block: 16091
Cost = 1, Tag Correct(%) = 0.952521
current: 3254, total block: 16091
Cost = 0, Tag Correct(%) = 0.952478
current: 3354, total block: 16091
Cost = 3, Tag Correct(%) = 0.952773
current: 3454, total block: 16091
Cost = 0, Tag Correct(%) = 0.952894
current: 3554, total block: 16091
Cost = 0, Tag Correct(%) = 0.953016
current: 3654, total block: 16091
Cost = 1, Tag Correct(%) = 0.953065
current: 3754, total block: 16091
Cost = 1, Tag Correct(%) = 0.953163
current: 3854, total block: 16091
Cost = 0, Tag Correct(%) = 0.953198
current: 3954, total block: 16091
Cost = 0, Tag Correct(%) = 0.953172
current: 4054, total block: 16091
Cost = 0, Tag Correct(%) = 0.953056
current: 4154, total block: 16091
Cost = 0, Tag Correct(%) = 0.952988
current: 4254, total block: 16091
Cost = 1, Tag Correct(%) = 0.952892
current: 4354, total block: 16091
Cost = 2, Tag Correct(%) = 0.95291
