wordCutOff = 0
featCutOff = 0
charCutOff = 0
initRange = 0.01
maxIter = 1000
batchSize = 1
adaEps = 1e-06
adaAlpha = 0.01
regParameter = 1e-08
dropProb = 0
linearHiddenSize = 30
hiddenSize = 200
rnnHiddenSize = 300
wordEmbSize = 50
wordcontext = 2
wordEmbFineTune = 1
charEmbSize = 50
charcontext = 2
charEmbFineTune = 1
charhiddenSize = 50
verboseIter = 100
saveItermediate = 1
train = 0
maxInstance = -1
outBest = 
relu = 0
seg = 0
atomLayers = 1
rnnLayers = 1

instance num: 16091

instance num: 803
Creating Alphabet...
100 200 300 400 500 600 700 800 900 1000 1100 1200 1300 1400 1500 1600 1700 1800 1900 2000 2100 2200 2300 2400 2500 2600 2700 2800 2900 3000 3100 3200 3300 3400 3500 3600 3700 3800 3900 4000 
4100 4200 4300 4400 4500 4600 4700 4800 4900 5000 5100 5200 5300 5400 5500 5600 5700 5800 5900 6000 6100 6200 6300 6400 6500 6600 6700 6800 6900 7000 7100 7200 7300 7400 7500 7600 7700 7800 7900 8000 
8100 8200 8300 8400 8500 8600 8700 8800 8900 9000 9100 9200 9300 9400 9500 9600 9700 9800 9900 10000 10100 10200 10300 10400 10500 10600 10700 10800 10900 11000 11100 11200 11300 11400 11500 11600 11700 11800 11900 12000 
12100 12200 12300 12400 12500 12600 12700 12800 12900 13000 13100 13200 13300 13400 13500 13600 13700 13800 13900 14000 14100 14200 14300 14400 14500 14600 14700 14800 14900 15000 15100 15200 15300 15400 15500 15600 15700 15800 15900 16000 
16091 
Label num: 32
Total word num: 34336
Total char num: 4085
Total feature num: 905734
Remain feature num: 905734
Remain words num: 34338
Remain char num: 4087
100 200 300 400 500 600 700 800 900 1000 1100 1200 1300 1400 1500 1600 1700 1800 1900 2000 2100 2200 2300 2400 2500 2600 2700 2800 2900 3000 3100 3200 3300 3400 3500 3600 3700 3800 3900 4000 
4100 4200 4300 4400 4500 4600 4700 4800 4900 5000 5100 5200 5300 5400 5500 5600 5700 5800 5900 6000 6100 6200 6300 6400 6500 6600 6700 6800 6900 7000 7100 7200 7300 7400 7500 7600 7700 7800 7900 8000 
8100 8200 8300 8400 8500 8600 8700 8800 8900 9000 9100 9200 9300 9400 9500 9600 9700 9800 9900 10000 10100 10200 10300 10400 10500 10600 10700 10800 10900 11000 11100 11200 11300 11400 11500 11600 11700 11800 11900 12000 
12100 12200 12300 12400 12500 12600 12700 12800 12900 13000 13100 13200 13300 13400 13500 13600 13700 13800 13900 14000 14100 14200 14300 14400 14500 14600 14700 14800 14900 15000 15100 15200 15300 15400 15500 15600 15700 15800 15900 16000 
16091 
100 200 300 400 500 600 700 800 803 
0 
##### Iteration 0
current: 100, total block: 16091
Cost = 1, Tag Correct(%) = 0.948225
current: 9572, total block: 16091
Cost = 0, Tag Correct(%) = 0.94823
current: 9672, total block: 16091
Cost = 0, Tag Correct(%) = 0.948123
current: 9772, total block: 16091
Cost = 0, Tag Correct(%) = 0.948093
current: 9872, total block: 16091
Cost = 0, Tag Correct(%) = 0.948111
current: 9972, total block: 16091
Cost = 0, Tag Correct(%) = 0.948137
current: 10072, total block: 16091
Cost = 1, Tag Correct(%) = 0.948078
current: 10172, total block: 16091
Cost = 5, Tag Correct(%) = 0.94812
current: 10272, total block: 16091
Cost = 1, Tag Correct(%) = 0.948084
current: 10372, total block: 16091
Cost = 2, Tag Correct(%) = 0.94806
current: 10472, total block: 16091
Cost = 0, Tag Correct(%) = 0.948053
current: 10572, total block: 16091
Cost = 5, Tag Correct(%) = 0.94805
current: 10672, total block: 16091
Cost = 3, Tag Correct(%) = 0.948051
current: 10772, total block: 16091
Cost = 6, Tag Correct(%) = 0.948064
current: 10872, total block: 16091
Cost = 0, Tag Correct(%) = 0.948007
current: 10972, total block: 16091
Cost = 0, Tag Correct(%) = 0.948037
current: 11072, total block: 16091
Cost = 3, Tag Correct(%) = 0.948013
current: 11172, total block: 16091
Cost = 3, Tag Correct(%) = 0.947958
current: 11272, total block: 16091
Cost = 4, Tag Correct(%) = 0.947968
current: 11372, total block: 16091
Cost = 3, Tag Correct(%) = 0.947958
current: 11472, total block: 16091
Cost = 0, Tag Correct(%) = 0.947838
current: 11572, total block: 16091
Cost = 0, Tag Correct(%) = 0.947819
current: 11672, total block: 16091
Cost = 2, Tag Correct(%) = 0.947706
current: 11772, total block: 16091
Cost = 0, Tag Correct(%) = 0.94768
current: 11872, total block: 16091
Cost = 2, Tag Correct(%) = 0.947691
current: 11972, total block: 16091
Cost = 2, Tag Correct(%) = 0.94764
current: 12072, total block: 16091
Cost = 1, Tag Correct(%) = 0.947666
current: 12172, total block: 16091
Cost = 2, Tag Correct(%) = 0.947665
current: 12272, total block: 16091
Cost = 2, Tag Correct(%) = 0.947619
current: 12372, total block: 16091
Cost = 0, Tag Correct(%) = 0.947642
current: 12472, total block: 16091
Cost = 1, Tag Correct(%) = 0.947619
current: 12572, total block: 16091
Cost = 1, Tag Correct(%) = 0.947573
current: 12672, total block: 16091
Cost = 0, Tag Correct(%) = 0.94755
current: 12772, total block: 16091
Cost = 1, Tag Correct(%) = 0.94758
current: 12872, total block: 16091
Cost = 1, Tag Correct(%) = 0.947552
current: 12972, total block: 16091
Cost = 2, Tag Correct(%) = 0.947608
current: 13072, total block: 16091
Cost = 0, Tag Correct(%) = 0.947632
current: 13172, total block: 16091
Cost = 3, Tag Correct(%) = 0.947589
current: 13272, total block: 16091
Cost = 4, Tag Correct(%) = 0.947621
current: 13372, total block: 16091
Cost = 4, Tag Correct(%) = 0.94771
current: 13472, total block: 16091
Cost = 0, Tag Correct(%) = 0.947693
current: 13572, total block: 16091
Cost = 4, Tag Correct(%) = 0.947684
current: 13672, total block: 16091
Cost = 1, Tag Correct(%) = 0.947678
current: 13772, total block: 16091
Cost = 0, Tag Correct(%) = 0.947713
current: 13872, total block: 16091
Cost = 2, Tag Correct(%) = 0.947671
current: 13972, total block: 16091
Cost = 0, Tag Correct(%) = 0.94765
current: 14072, total block: 16091
Cost = 1, Tag Correct(%) = 0.947659
current: 14172, total block: 16091
Cost = 0, Tag Correct(%) = 0.947632
current: 14272, total block: 16091
Cost = 1, Tag Correct(%) = 0.947588
current: 14372, total block: 16091
Cost = 2, Tag Correct(%) = 0.947618
current: 14472, total block: 16091
Cost = 0, Tag Correct(%) = 0.94764
current: 14572, total block: 16091
Cost = 3, Tag Correct(%) = 0.947641
current: 14672, total block: 16091
Cost = 5, Tag Correct(%) = 0.947718
current: 14772, total block: 16091
Cost = 1, Tag Correct(%) = 0.947707
current: 14872, total block: 16091
Cost = 1, Tag Correct(%) = 0.947619
current: 14972, total block: 16091
Cost = 0, Tag Correct(%) = 0.947681
current: 15072, total block: 16091
Cost = 2, Tag Correct(%) = 0.9477
current: 15172, total block: 16091
Cost = 5, Tag Correct(%) = 0.947694
current: 15272, total block: 16091
Cost = 0, Tag Correct(%) = 0.947678
current: 15372, total block: 16091
Cost = 1, Tag Correct(%) = 0.947696
current: 15472, total block: 16091
Cost = 0, Tag Correct(%) = 0.947649
current: 15572, total block: 16091
Cost = 0, Tag Correct(%) = 0.947633
current: 15672, total block: 16091
Cost = 3, Tag Correct(%) = 0.947629
current: 15772, total block: 16091
Cost = 3, Tag Correct(%) = 0.947622
current: 15872, total block: 16091
Cost = 4, Tag Correct(%) = 0.947628
current: 15972, total block: 16091
Cost = 0, Tag Correct(%) = 0.94762
current: 16072, total block: 16091
Cost = 1, Tag Correct(%) = 0.947589
Accuracy:	P=18822/20454=0.920211
##### Iteration 9
current: 81, total block: 16091
Cost = 0, Tag Correct(%) = 0.95362
current: 181, total block: 16091
Cost = 6, Tag Correct(%) = 0.953698
current: 281, total block: 16091
Cost = 0, Tag Correct(%) = 0.953019
current: 381, total block: 16091
Cost = 1, Tag Correct(%) = 0.954473
current: 481, total block: 16091
Cost = 0, Tag Correct(%) = 0.95471
current: 581, total block: 16091
Cost = 2, Tag Correct(%) = 0.953892
current: 681, total block: 16091
Cost = 1, Tag Correct(%) = 0.952944
current: 781, total block: 16091
Cost = 2, Tag Correct(%) = 0.953631
current: 881, total block: 16091
Cost = 2, Tag Correct(%) = 0.95299
current: 981, total block: 16091
Cost = 0, Tag Correct(%) = 0.953144
current: 1081, total block: 16091
Cost = 0, Tag Correct(%) = 0.953135
current: 1181, total block: 16091
Cost = 0, Tag Correct(%) = 0.953462
current: 1281, total block: 16091
Cost = 0, Tag Correct(%) = 0.953154
current: 1381, total block: 16091
Cost = 3, Tag Correct(%) = 0.953736
current: 1481, total block: 16091
Cost = 0, Tag Correct(%) = 0.954393
current: 1581, total block: 16091
Cost = 1, Tag Correct(%) = 0.954425
current: 1681, total block: 16091
Cost = 1, Tag Correct(%) = 0.954143
current: 1781, total block: 16091
Cost = 1, Tag Correct(%) = 0.954322
current: 1881, total block: 16091
Cost = 0, Tag Correct(%) = 0.954227
current: 1981, total block: 16091
Cost = 0, Tag Correct(%) = 0.954357
current: 2081, total block: 16091
Cost = 1, Tag Correct(%) = 0.954399
current: 2181, total block: 16091
Cost = 0, Tag Correct(%) = 0.954405
current: 2281, total block: 16091
Cost = 2, Tag Correct(%) = 0.954431
current: 2381, total block: 16091
Cost = 5, Tag Correct(%) = 0.954379
current: 2481, total block: 16091
Cost = 3, Tag Correct(%) = 0.954108
current: 2581, total block: 16091
Cost = 0, Tag Correct(%) = 0.954006
current: 2681, total block: 16091
Cost = 1, Tag Correct(%) = 0.954186
current: 2781, total block: 16091
Cost = 1, Tag Correct(%) = 0.954084
current: 2881, total block: 16091
Cost = 2, Tag Correct(%) = 0.954415
current: 2981, total block: 16091
Cost = 3, Tag Correct(%) = 0.954306
current: 3081, total block: 16091
Cost = 3, Tag Correct(%) = 0.954412
current: 3181, total block: 16091
Cost = 0, Tag Correct(%) = 0.95387
current: 3281, total block: 16091
Cost = 0, Tag Correct(%) = 0.953869
current: 3381, total block: 16091
Cost = 0, Tag Correct(%) = 0.953776
current: 3481, total block: 16091
Cost = 2, Tag Correct(%) = 0.953793
current: 3581, total block: 16091
Cost = 1, Tag Correct(%) = 0.953921
current: 3681, total block: 16091
Cost = 1, Tag Correct(%) = 0.95389
current: 3781, total block: 16091
Cost = 0, Tag Correct(%) = 0.953975
current: 3881, total block: 16091
Cost = 2, Tag Correct(%) = 0.954051
current: 3981, total block: 16091
Cost = 2, Tag Correct(%) = 0.954066
current: 4081, total block: 16091
Cost = 1, Tag Correct(%) = 0.954009
current: 4181, total block: 16091
Cost = 1, Tag Correct(%) = 0.95397
current: 4281, total block: 16091
Cost = 0, Tag Correct(%) = 0.953754
current: 4381, total block: 16091
Cost = 1, Tag Correct(%) = 0.953777
current: 4481, total block: 16091
Cost = 1, Tag Correct(%) = 0.953874
current: 4581, total block: 16091
Cost = 6, Tag Correct(%) = 0.953834
current: 4681, total block: 16091
Cost = 0, Tag Correct(%) = 0.953812
current: 4781, total block: 16091
Cost = 3, Tag Correct(%) = 0.953855
current: 4881, total block: 16091
Cost = 0, Tag Correct(%) = 0.953707
current: 4981, total block: 16091
Cost = 1, Tag Correct(%) = 0.953555
current: 5081, total block: 16091
Cost = 0, Tag Correct(%) = 0.953661
current: 5181, total block: 16091
Cost = 0, Tag Correct(%) = 0.953873
current: 5281, total block: 16091
Cost = 0, Tag Correct(%) = 0.953895
current: 5381, total block: 16091
Cost = 1, Tag Correct(%) = 0.953781
current: 5481, total block: 16091
Cost = 0, Tag Correct(%) = 0.953794
current: 5581, total block: 16091
Cost = 2, Tag Correct(%) = 0.953834
current: 5681, total block: 16091
Cost = 0, Tag Correct(%) = 0.953754
current: 5781, total block: 16091
Cost = 1, Tag Correct(%) = 0.953934
current: 5881, total block: 16091
Cost = 0, Tag Correct(%) = 0.954004
current: 5981, total block: 16091
Cost = 0, Tag Correct(%) = 0.954031
current: 6081, total block: 16091
Cost = 0, Tag Correct(%) = 0.954003
current: 6181, total block: 16091
Cost = 6, Tag Correct(%) = 0.9539
current: 6281, total block: 16091
Cost = 2, Tag Correct(%) = 0.95386
current: 6381, total block: 16091
Cost = 1, Tag Correct(%) = 0.953785
current: 6481, total block: 16091
Cost = 2, Tag Correct(%) = 0.953733
current: 6581, total block: 16091
Cost = 4, Tag Correct(%) = 0.953749
current: 6681, total block: 16091
Cost = 0, Tag Correct(%) = 0.953721
current: 6781, total block: 16091
Cost = 1, Tag Correct(%) = 0.953752
current: 6881, total block: 16091
Cost = 0, Tag Correct(%) = 0.953791
current: 6981, total block: 16091
Cost = 0, Tag Correct(%) = 0.953804
current: 7081, total block: 16091
Cost = 0, Tag Correct(%) = 0.953795
current: 7181, total block: 16091
Cost = 0, Tag Correct(%) = 0.953741
current: 7281, total block: 16091
Cost = 1, Tag Correct(%) = 0.953754
current: 7381, total block: 16091
Cost = 0, Tag Correct(%) = 0.953658
current: 7481, total block: 16091
Cost = 1, Tag Correct(%) = 0.953593
current: 7581, total block: 16091
Cost = 0, Tag Correct(%) = 0.953541
current: 7681, total block: 16091
Cost = 0, Tag Correct(%) = 0.953555
current: 7781, total block: 16091
Cost = 6, Tag Correct(%) = 0.953505
current: 7881, total block: 16091
Cost = 0, Tag Correct(%) = 0.953452
current: 7981, total block: 16091
Cost = 0, Tag Correct(%) = 0.953383
current: 8081, total block: 16091
Cost = 0, Tag Correct(%) = 0.953384
current: 8181, total block: 16091
Cost = 0, Tag Correct(%) = 0.953367
current: 8281, total block: 16091
Cost = 1, Tag Correct(%) = 0.953432
current: 8381, total block: 16091
Cost = 0, Tag Correct(%) = 0.953424
current: 8481, total block: 16091
Cost = 3, Tag Correct(%) = 0.953416
current: 8581, total block: 16091
Cost = 1, Tag Correct(%) = 0.953339
current: 8681, total block: 16091
Cost = 3, Tag Correct(%) = 0.953264
current: 8781, total block: 16091
Cost = 2, Tag Correct(%) = 0.95324
current: 8881, total block: 16091
Cost = 1, Tag Correct(%) = 0.953175
current: 8981, total block: 16091
Cost = 0, Tag Correct(%) = 0.953227
current: 9081, total block: 16091
Cost = 0, Tag Correct(%) = 0.953155
current: 9181, total block: 16091
Cost = 0, Tag Correct(%) = 0.953081
current: 9281, total block: 16091
Cost = 0, Tag Correct(%) = 0.953049
current: 9381, total block: 16091
Cost = 1, Tag Correct(%) = 0.953098
current: 9481, total block: 16091
Cost = 1, Tag Correct(%) = 0.953154
current: 9581, total block: 16091
Cost = 2, Tag Correct(%) = 0.953114
current: 9681, total block: 16091
Cost = 2, Tag Correct(%) = 0.95308
current: 9781, total block: 16091
Cost = 0, Tag Correct(%) = 0.95306
current: 9881, total block: 16091
Cost = 0, Tag Correct(%) = 0.953059
current: 9981, total block: 16091
Cost = 3, Tag Correct(%) = 0.953045
current: 10081, total block: 16091
Cost = 1, Tag Correct(%) = 0.953036
current: 10181, total block: 16091
Cost = 2, Tag Correct(%) = 0.953043
current: 10281, total block: 16091
Cost = 1, Tag Correct(%) = 0.953045
current: 10381, total block: 16091
Cost = 0, Tag Correct(%) = 0.953027
current: 10481, total block: 16091
Cost = 0, Tag Correct(%) = 0.953028
current: 10581, total block: 16091
Cost = 0, Tag Correct(%) = 0.952972
current: 10681, total block: 16091
Cost = 0, Tag Correct(%) = 0.953007
current: 10781, total block: 16091
Cost = 0, Tag Correct(%) = 0.95299
current: 10881, total block: 16091
Cost = 3, Tag Correct(%) = 0.952907
current: 10981, total block: 16091
Cost = 0, Tag Correct(%) = 0.952918
current: 11081, total block: 16091
Cost = 0, Tag Correct(%) = 0.952968
current: 11181, total block: 16091
Cost = 1, Tag Correct(%) = 0.953028
current: 11281, total block: 16091
Cost = 0, Tag Correct(%) = 0.952952
current: 11381, total block: 16091
Cost = 1, Tag Correct(%) = 0.952893
current: 11481, total block: 16091
Cost = 0, Tag Correct(%) = 0.952819
current: 11581, total block: 16091
Cost = 3, Tag Correct(%) = 0.952725
current: 11681, total block: 16091
Cost = 4, Tag Correct(%) = 0.952758
current: 11781, total block: 16091
Cost = 0, Tag Correct(%) = 0.952733
current: 11881, total block: 16091
Cost = 0, Tag Correct(%) = 0.952821
current: 11981, total block: 16091
Cost = 1, Tag Correct(%) = 0.952809
current: 12081, total block: 16091
Cost = 3, Tag Correct(%) = 0.95277
current: 12181, total block: 16091
Cost = 4, Tag Correct(%) = 0.952793
current: 12281, total block: 16091
Cost = 1, Tag Correct(%) = 0.952759
current: 12381, total block: 16091
Cost = 0, Tag Correct(%) = 0.952802
current: 12481, total block: 16091
Cost = 0, Tag Correct(%) = 0.952856
current: 12581, total block: 16091
Cost = 1, Tag Correct(%) = 0.952774
current: 12681, total block: 16091
Cost = 2, Tag Correct(%) = 0.952699
current: 12781, total block: 16091
Cost = 1, Tag Correct(%) = 0.95272
current: 12881, total block: 16091
Cost = 2, Tag Correct(%) = 0.952686
current: 12981, total block: 16091
Cost = 1, Tag Correct(%) = 0.952636
current: 13081, total block: 16091
Cost = 1, Tag Correct(%) = 0.952554
current: 13181, total block: 16091
Cost = 3, Tag Correct(%) = 0.952558
current: 13281, total block: 16091
Cost = 0, Tag Correct(%) = 0.952596
current: 13381, total block: 16091
Cost = 0, Tag Correct(%) = 0.952548
current: 13481, total block: 16091
Cost = 6, Tag Correct(%) = 0.952528
current: 13581, total block: 16091
Cost = 0, Tag Correct(%) = 0.952547
current: 13681, total block: 16091
Cost = 0, Tag Correct(%) = 0.952527
current: 13781, total block: 16091
Cost = 0, Tag Correct(%) = 0.952414
current: 13881, total block: 16091
Cost = 0, Tag Correct(%) = 0.952389
current: 13981, total block: 16091
Cost = 0, Tag Correct(%) = 0.95237
current: 14081, total block: 16091
Cost = 0, Tag Correct(%) = 0.952323
current: 14181, total block: 16091
Cost = 2, Tag Correct(%) = 0.952301
current: 14281, total block: 16091
Cost = 0, Tag Correct(%) = 0.952288
current: 14381, total block: 16091
Cost = 0, Tag Correct(%) = 0.952355
current: 14481, total block: 16091
Cost = 0, Tag Correct(%) = 0.952343
current: 14581, total block: 16091
Cost = 1, Tag Correct(%) = 0.952364
current: 14681, total block: 16091
Cost = 4, Tag Correct(%) = 0.9524
current: 14781, total block: 16091
Cost = 2, Tag Correct(%) = 0.952504
current: 14881, total block: 16091
Cost = 0, Tag Correct(%) = 0.95253
current: 14981, total block: 16091
Cost = 1, Tag Correct(%) = 0.952477
current: 15081, total block: 16091
Cost = 0, Tag Correct(%) = 0.952452
current: 15181, total block: 16091
Cost = 3, Tag Correct(%) = 0.952472
current: 15281, total block: 16091
Cost = 0, Tag Correct(%) = 0.952465
current: 15381, total block: 16091
Cost = 6, Tag Correct(%) = 0.95249
current: 15481, total block: 16091
Cost = 2, Tag Correct(%) = 0.952456
current: 15581, total block: 16091
Cost = 1, Tag Correct(%) = 0.952486
current: 15681, total block: 16091
Cost = 4, Tag Correct(%) = 0.952464
current: 15781, total block: 16091
Cost = 5, Tag Correct(%) = 0.952457
current: 15881, total block: 16091
Cost = 0, Tag Correct(%) = 0.952413
current: 15981, total block: 16091
Cost = 0, Tag Correct(%) = 0.952375
current: 16081, total block: 16091
Cost = 0, Tag Correct(%) = 0.952398
Accuracy:	P=18805/20454=0.91938
##### Iteration 10
current: 90, total block: 16091
Cost = 1, Tag Correct(%) = 0.959529
current: 190, total block: 16091
Cost = 1, Tag Correct(%) = 0.962796
current: 290, total block: 16091
Cost = 1, Tag Correct(%) = 0.959785
current: 390, total block: 16091
Cost = 0, Tag Correct(%) = 0.960029
current: 490, total block: 16091
Cost = 0, Tag Correct(%) = 0.960719
current: 590, total block: 16091
Cost = 1, Tag Correct(%) = 0.96132
current: 690, total block: 16091
Cost = 2, Tag Correct(%) = 0.961077
current: 790, total block: 16091
Cost = 2, Tag Correct(%) = 0.960948
current: 890, total block: 16091
Cost = 1, Tag Correct(%) = 0.96045
current: 990, total block: 16091
Cost = 0, Tag Correct(%) = 0.959944
current: 1090, total block: 16091
Cost = 1, Tag Correct(%) = 0.959678
current: 1190, total block: 16091
Cost = 2, Tag Correct(%) = 0.959904
current: 1290, total block: 16091
Cost = 2, Tag Correct(%) = 0.960352
current: 1390, total block: 16091
Cost = 0, Tag Correct(%) = 0.959916
current: 1490, total block: 16091
Cost = 1, Tag Correct(%) = 0.95987
current: 1590, total block: 16091
Cost = 1, Tag Correct(%) = 0.959947
current: 1690, total block: 16091
Cost = 2, Tag Correct(%) = 0.959514
current: 1790, total block: 16091
Cost = 0, Tag Correct(%) = 0.959279
current: 1890, total block: 16091
Cost = 1, Tag Correct(%) = 0.959604
current: 1990, total block: 16091
Cost = 0, Tag Correct(%) = 0.959483
current: 2090, total block: 16091
Cost = 0, Tag Correct(%) = 0.959009
current: 2190, total block: 16091
Cost = 2, Tag Correct(%) = 0.959136
current: 2290, total block: 16091
Cost = 3, Tag Correct(%) = 0.958924
current: 2390, total block: 16091
Cost = 0, Tag Correct(%) = 0.959157
current: 2490, total block: 16091
Cost = 0, Tag Correct(%) = 0.95889
current: 2590, total block: 16091
Cost = 1, Tag Correct(%) = 0.958951
current: 2690, total block: 16091
Cost = 1, Tag Correct(%) = 0.958926
current: 2790, total block: 16091
Cost = 0, Tag Correct(%) = 0.959029
current: 2890, total block: 16091
Cost = 0, Tag Correct(%) = 0.95909
current: 2990, total block: 16091
Cost = 0, Tag Correct(%) = 0.959188
current: 3090, total block: 16091
Cost = 3, Tag Correct(%) = 0.959149
current: 3190, total block: 16091
Cost = 0, Tag Correct(%) = 0.95904
current: 3290, total block: 16091
Cost = 0, Tag Correct(%) = 0.959034
current: 3390, total block: 16091
Cost = 1, Tag Correct(%) = 0.959187
current: 3490, total block: 16091
Cost = 3, Tag Correct(%) = 0.958891
current: 3590, total block: 16091
Cost = 0, Tag Correct(%) = 0.958915
current: 3690, total block: 16091
Cost = 1, Tag Correct(%) = 0.959032
current: 3790, total block: 16091
Cost = 1, Tag Correct(%) = 0.959097
current: 3890, total block: 16091
Cost = 0, Tag Correct(%) = 0.959079
current: 3990, total block: 16091
Cost = 1, Tag Correct(%) = 0.959169
current: 4090, total block: 16091
Cost = 0, Tag Correct(%) = 0.959186
current: 4190, total block: 16091
Cost = 0, Tag Correct(%) = 0.959236
current: 4290, total block: 16091
Cost = 0, Tag Correct(%) = 0.958948
current: 4390, total block: 16091
Cost = 4, Tag Correct(%) = 0.958616
current: 4490, total block: 16091
Cost = 1, Tag Correct(%) = 0.958484
current: 4590, total block: 16091
Cost = 1, Tag Correct(%) = 0.958533
current: 4690, total block: 16091
Cost = 0, Tag Correct(%) = 0.958322
current: 4790, total block: 16091
Cost = 1, Tag Correct(%) = 0.958284
current: 4890, total block: 16091
Cost = 0, Tag Correct(%) = 0.958265
current: 4990, total block: 16091
Cost = 0, Tag Correct(%) = 0.958299
current: 5090, total block: 16091
Cost = 0, Tag Correct(%) = 0.958293
current: 5190, total block: 16091
Cost = 0, Tag Correct(%) = 0.958186
current: 5290, total block: 16091
Cost = 1, Tag Correct(%) = 0.958248
current: 5390, total block: 16091
Cost = 2, Tag Correct(%) = 0.958297
current: 5490, total block: 16091
Cost = 1, Tag Correct(%) = 0.958346
current: 5590, total block: 16091
Cost = 1, Tag Correct(%) = 0.95828
current: 5690, total block: 16091
Cost = 0, Tag Correct(%) = 0.958245
current: 5790, total block: 16091
Cost = 3, Tag Correct(%) = 0.958108
current: 5890, total block: 16091
Cost = 2, Tag Correct(%) = 0.958134
current: 5990, total block: 16091
Cost = 0, Tag Correct(%) = 0.95801
current: 6090, total block: 16091
Cost = 5, Tag Correct(%) = 0.958034
current: 6190, total block: 16091
Cost = 0, Tag Correct(%) = 0.958052
current: 6290, total block: 16091
Cost = 0, Tag Correct(%) = 0.958033
current: 6390, total block: 16091
Cost = 1, Tag Correct(%) = 0.958073
current: 6490, total block: 16091
Cost = 0, Tag Correct(%) = 0.958084
current: 6590, total block: 16091
Cost = 0, Tag Correct(%) = 0.957924
current: 6690, total block: 16091
Cost = 0, Tag Correct(%) = 0.957983
current: 6790, total block: 16091
Cost = 3, Tag Correct(%) = 0.957871
current: 6890, total block: 16091
Cost = 3, Tag Correct(%) = 0.957983
current: 6990, total block: 16091
Cost = 1, Tag Correct(%) = 0.958033
current: 7090, total block: 16091
Cost = 4, Tag Correct(%) = 0.957959
current: 7190, total block: 16091
Cost = 4, Tag Correct(%) = 0.957985
current: 7290, total block: 16091
Cost = 5, Tag Correct(%) = 0.958005
current: 7390, total block: 16091
Cost = 1, Tag Correct(%) = 0.958111
current: 7490, total block: 16091
Cost = 2, Tag Correct(%) = 0.958161
current: 7590, total block: 16091
Cost = 2, Tag Correct(%) = 0.958162
current: 7690, total block: 16091
Cost = 0, Tag Correct(%) = 0.958185
current: 7790, total block: 16091
Cost = 3, Tag Correct(%) = 0.957988
current: 7890, total block: 16091
Cost = 4, Tag Correct(%) = 0.957981
current: 7990, total block: 16091
Cost = 0, Tag Correct(%) = 0.957935
current: 8090, total block: 16091
Cost = 1, Tag Correct(%) = 0.957936
current: 8190, total block: 16091
Cost = 0, Tag Correct(%) = 0.957898
current: 8290, total block: 16091
Cost = 1, Tag Correct(%) = 0.957873
current: 8390, total block: 16091
Cost = 0, Tag Correct(%) = 0.95793
current: 8490, total block: 16091
Cost = 0, Tag Correct(%) = 0.957917
current: 8590, total block: 16091
Cost = 0, Tag Correct(%) = 0.957899
current: 8690, total block: 16091
Cost = 0, Tag Correct(%) = 0.957875
current: 8790, total block: 16091
Cost = 3, Tag Correct(%) = 0.957923
current: 8890, total block: 16091
Cost = 7, Tag Correct(%) = 0.957882
current: 8990, total block: 16091
Cost = 2, Tag Correct(%) = 0.957871
current: 9090, total block: 16091
Cost = 2, Tag Correct(%) = 0.957828
current: 9190, total block: 16091
Cost = 0, Tag Correct(%) = 0.957777
current: 9290, total block: 16091
Cost = 3, Tag Correct(%) = 0.957676
current: 9390, total block: 16091
Cost = 4, Tag Correct(%) = 0.957687
current: 9490, total block: 16091
Cost = 0, Tag Correct(%) = 0.957628
current: 9590, total block: 16091
Cost = 0, Tag Correct(%) = 0.9575
current: 9690, total block: 16091
Cost = 1, Tag Correct(%) = 0.957464
current: 9790, total block: 16091
Cost = 3, Tag Correct(%) = 0.957486
current: 9890, total block: 16091
Cost = 1, Tag Correct(%) = 0.957425
current: 9990, total block: 16091
Cost = 4, Tag Correct(%) = 0.957364
current: 10090, total block: 16091
Cost = 0, Tag Correct(%) = 0.957341
current: 10190, total block: 16091
Cost = 1, Tag Correct(%) = 0.95726
current: 10290, total block: 16091
Cost = 0, Tag Correct(%) = 0.957263
current: 10390, total block: 16091
Cost = 1, Tag Correct(%) = 0.957237
current: 10490, total block: 16091
Cost = 2, Tag Correct(%) = 0.957292
current: 10590, total block: 16091
Cost = 2, Tag Correct(%) = 0.957307
current: 10690, total block: 16091
Cost = 2, Tag Correct(%) = 0.957278
current: 10790, total block: 16091
Cost = 0, Tag Correct(%) = 0.957277
current: 10890, total block: 16091
Cost = 0, Tag Correct(%) = 0.957307
current: 10990, total block: 16091
Cost = 1, Tag Correct(%) = 0.957301
current: 11090, total block: 16091
Cost = 0, Tag Correct(%) = 0.957289
current: 11190, total block: 16091
Cost = 1, Tag Correct(%) = 0.95732
current: 11290, total block: 16091
Cost = 1, Tag Correct(%) = 0.957355
current: 11390, total block: 16091
Cost = 0, Tag Correct(%) = 0.957345
current: 11490, total block: 16091
Cost = 1, Tag Correct(%) = 0.957347
current: 11590, total block: 16091
Cost = 0, Tag Correct(%) = 0.957276
current: 11690, total block: 16091
Cost = 0, Tag Correct(%) = 0.957288
current: 11790, total block: 16091
Cost = 2, Tag Correct(%) = 0.957229
current: 11890, total block: 16091
Cost = 0, Tag Correct(%) = 0.957222
current: 11990, total block: 16091
Cost = 0, Tag Correct(%) = 0.95722
current: 12090, total block: 16091
Cost = 0, Tag Correct(%) = 0.957246
current: 12190, total block: 16091
Cost = 1, Tag Correct(%) = 0.957303
